date,url,username,content
2022-11-29T14:39:19+00:00,https://twitter.com/easyworker14/status/1597601100831821827,easyworker14,"@ganjarpranowo Aamiin, semoga Pak Ganjar demikian selalu sehat,selalu sabar dan selalu kuat dalam menghadapi berbagai cobaan untuk menjadi presiden RI Ke-8 nanti"
,,,
2022-11-29T14:24:05+00:00,https://twitter.com/iwantarigan/status/1597597267879682049,iwantarigan,"Tolong kau jelasin @Uki23 

Sudah rakyatnya paling miskin kau jadikan pula @ganjarpranowo  jadi Capres, mau ikut miskin kau ? https://t.co/2VZpgQDb4K"
,,,
2022-11-29T14:22:51+00:00,https://twitter.com/Suharla85020812/status/1597596958729945088,Suharla85020812,Bapak gubernur Jateng @ganjarpranowo dalam simulasi capres cawapres tetep di puncak.elektabilitas beliau selalu tinggi dan kokoh di puncak survei.. https://t.co/pibifukzGe
,,,
2022-11-29T14:11:41+00:00,https://twitter.com/xddira1/status/1597594147774496769,xddira1,@ganjarpranowo Pak Ganjar Pranowo Presiden RI Ke-8 amiin
,,,
2022-11-29T13:34:36+00:00,https://twitter.com/bonyfebrian/status/1597584817050488832,bonyfebrian,@4244e9a4b4ec424 @aazni @FacebookPetani @NasDem @adityawilly @aniesbaswedan @ganjarpranowo @ridwankamil Niat banget dek bikin twitter isi nya buat nge hina orang. Untung apa? Kaga kerja2 lu apa? Wkwkwk. Mau siapapun presiden nya. Yg jelas jangan jadi pemuja yg tolol nya sama kayak lu dek. 😄
,,,
2022-11-29T13:31:48+00:00,https://twitter.com/ngatceng/status/1597584109953765381,ngatceng,@iccasarifien @kopi_kwangsan @ganjarpranowo Presiden kadrun cocok bgt
,,,
2022-11-29T13:30:57+00:00,https://twitter.com/ArifBudinorcah3/status/1597583896862130178,ArifBudinorcah3,"@ganjarpranowo Sok dadi presiden, kabeh sak Indonesia nggeh den, ben adil"
,,,
2022-11-29T13:22:11+00:00,https://twitter.com/nak_Negeri/status/1597581692826693633,nak_Negeri,"Maaf sobat kadrun, ga perlu tata kota dan tata kata apalagi harus tata Ulama.., bakal semakin banyak Ulama nantinya yang menyusul Deklarasi Dukung PAK UBAN @ganjarpranowo Capres seperti nooh 👇👇👇👇👇

https://t.co/G0JPftyKhP"
,,,
2022-11-29T13:18:11+00:00,https://twitter.com/Nicho_Silalahi/status/1597580685308743681,Nicho_Silalahi,"Ketawa Baca Ini koh @yunartowijaya. Biar Lo tau ya kalau @PDI_Perjuangan memiliki basis militan yang mengakar, basis mereka itu bodo amat dengan Capres yang penting Coblos Partainya. 

Justru tanpa PDIP @ganjarpranowo bukan apa², bukan begitu Tante @puanmaharani_ri ?

🤣🤣🤣🤣 https://t.co/h66L5kdPkA"
,,,
2022-11-29T12:15:12+00:00,https://twitter.com/jatma41442913/status/1597564832865480707,jatma41442913,@ChusnulCh__ @ganjarpranowo @03__nakula @Aryprasetyo85 @Urrangawak He he..kalau dah 2024 banyak juga capres kunjungan ke ponpes...😀😀😀..nanti politik indentitas???
,,,
2022-11-29T11:59:52+00:00,https://twitter.com/_Umamlik/status/1597560976207147009,_Umamlik,"Stlh SMRC dirilis lanjut survei Charta Politika Indonesia merilis survei elektabilitas tokoh yang diperkirakan maju sbgi calon presiden pasca deklarasi Anies Baswedan bersama Nasdem.hasilnya pak @ganjarpranowo menempati teratas dan trendny naik 32,6% 
Buzzerp Firaun apa kabar🤣 https://t.co/lyvT8AzG8Q"
,,,
2022-11-29T11:58:19+00:00,https://twitter.com/NurbertusY/status/1597560585926807553,NurbertusY,@ganjarpranowo Ojo ragu boos..lanjut demi rakyat yg lebih baik..doa ku kanggo boos ganjar.maju sapek dadi presiden..mogo wae mimpiku dadi kenyataan presiden 2024..boos Ganjar .pengagum mu.dari (Babel)
,,,
2022-11-29T11:35:49+00:00,https://twitter.com/tomnelone/status/1597554924182642689,tomnelone,@msaid_didu hehehe ente mau nyerang @ganjarpranowo nih yeee....cemen lu...gak kelasss....ganti ramut hitam ke putih deh....wkwkwkwk Ganjar is Presiden RI 2024
,,,
2022-11-29T11:03:55+00:00,https://twitter.com/wantahgdn__/status/1597546894099902465,wantahgdn__,"Charta Politika rilis hasil survey capres 2024 Ganjar Pranowo unggul atas Anies Baswedan.
@ganjarpranowo
#GANTARI
#GanjarUntukIndonesia
#GnjarTheNextJokowi

https://t.co/u6tAxUF2fo"
,,,
2022-11-29T10:33:48+00:00,https://twitter.com/win_ardie/status/1597539317748236289,win_ardie,"DPW PAN Nusa Tenggara Timur resmi deklarasi dukungan untuk @ganjarpranowo sebagai calon Presiden RI 2024.
Barisan Ganjar makin kuat.. https://t.co/VxRFdzTXMl"
,,,
2022-11-29T10:24:00+00:00,https://twitter.com/MustThumb/status/1597536851677483009,MustThumb,"@HelmiFelis_ Baru beking gede proyek gt aja udh takut, yg kayak gini kok mau jadi Presiden....???, ancurrr ancuurrr @ganjarpranowo"
,,,
2022-11-29T10:18:29+00:00,https://twitter.com/ok_ko1977/status/1597535461542543360,ok_ko1977,"Mantap calon presiden NKRI, bapak @ganjarpranowo  telah membuat rakyat provinsi JAWA TENGAH @kominfo_jtg, BERADA DALAM KESEJAHTERAAN YANG SANGAT BAIK.
TERIMA KASIH BAPAK @ganjarpranowo https://t.co/FSLM89iksP"
,,,
2022-11-29T09:59:15+00:00,https://twitter.com/amacomedia/status/1597530621773230081,amacomedia,"@ganjarpranowo Terbantahkan saudara"" 
Bahwa calon presiden yg katanya anti Yaman ternyata sowan juga ke habib yaman, 
Mana bilang politik identitas kemarin,"
,,,
